BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,9800,38223,37244,DebtCon,Other,1,0,0,104.6952407,0,9,18.84034872
0,9800,61179,219783,HomeImp,Mgr,5,2,0,421.3628722,0,24,33.25107931
0,9800,34522,84865,HomeImp,Other,24,0,0,118.6666667,0,19,19.11248507
0,9800,29581,78708,HomeImp,Other,4.5,0,0,207.6173064,4,2,34.34375572
0,9800,16322,114837,HomeImp,Office,3.5,0,0,160.6678931,0,26,26.95045128
0,9800,57142,219936,HomeImp,Mgr,19,1,0,84.12345095,0,51,29.46213408
0,9800,80969,108371,HomeImp,ProfExe,15,0,1,123.1691828,0,29,34.01983769
0,9800,86400,100689,DebtCon,Other,16,0,0,234.5917784,0,1,34.08217846
0,9800,65803,88105,DebtCon,Other,0.9,0,0,219.3852784,0,16,34.36865089
1,9900,79257,201713,HomeImp,ProfExe,15,0,0,67.38706567,2,17,26.86456847
0,9900,61000,70609,HomeImp,ProfExe,3,0,0,203.6995629,2,39,27.62349396
0,9900,70147,87134,DebtCon,Other,1,0,0,122.3,1,7,35.85161441
0,9900,54925,39293,DebtCon,Office,4,0,1,131.4041801,1,31,40.17443006
0,9900,51787,44138,DebtCon,Office,6,0,0,73.16044771,3,22,39.5478827
1,9900,79243,72357,HomeImp,ProfExe,13,0,0,66.35759046,0,15,38.19162603
0,9900,46609,75690,DebtCon,Other,14,0,0,220.7609123,3,4,39.44969272
0,9900,58572,124527,DebtCon,ProfExe,5,0,0,189.9245224,1,3,39.79119896
0,9900,50714,76500,HomeImp,Self,15,0,0,128.8666667,1,16,28.97594012
0,9900,65382,74600,DebtCon,Other,2,0,0,170.7224523,2,12,30.70242855
1,9900,74624,54146,DebtCon,ProfExe,21,0,0,77.11709066,0,42,37.59695145
0,9900,75483,91000,HomeImp,Mgr,13,0,0,252.2528926,0,15,34.35573924
0,9900,45275,76581,HomeImp,Other,9,0,0,91.09579488,1,31,31.18180135
1,9900,57676,56475,HomeImp,Other,6,0,1,205.7371252,2,19,19.0201683
0,9900,59340,118924,HomeImp,Office,8,0,0,175.5555713,2,12,29.89362148
0,9900,82889,49266,HomeImp,Other,1,0,0,199.3505297,0,14,35.79580494
0,9900,56127,72489,HomeImp,Sales,0,0,0,244.6243676,2,18,39.11103947
0,9900,65876,41250,HomeImp,Mgr,16,0,3,99.81625825,0,16,21.33465191
0,9900,57902,111000,HomeImp,ProfExe,29,4,0,85.63523503,1,3,72.26409333
0,9900,39893,46600,HomeImp,Other,4,0,0,206.799179,0,29,24.95259473
0,9900,44941,25010,DebtCon,Other,2,0,1,189.3663073,0,5,37.52332471
0,9900,63505,54600,DebtCon,Other,14,0,0,191.7333333,4,35,19.22387267
0,9900,66044,225750,DebtCon,Other,5,0,0,263.2869775,2,23,34.7577402
1,9900,62442,73250,DebtCon,Office,0,0,0,153.1181363,0,23,38.47750484
0,9900,63626,101500,HomeImp,Other,5,0,0,122.8439512,0,36,20.1815824
0,9900,56610,65450,HomeImp,Other,16,0,0,107.5285598,0,24,23.66108403
1,9900,21235,54300,DebtCon,Other,8,0,0,190.9459308,1,24,43.23918712
0,9900,64904,74925,DebtCon,Other,4,0,0,116.6793672,4,34,28.94553179
0,10000,64336,77750,HomeImp,Other,0,0,0,237.9481372,6,8,39.96325851
1,10000,37233,78500,HomeImp,Other,5,0,3,104.8350719,0,16,34.24962074
1,10000,57816,105000,DebtCon,Office,13,0,0,118.6957855,1,20,37.20295356
0,10000,51200,42497,DebtCon,Other,4,0,1,100.6296635,2,15,40.08314453
0,10000,39821,59000,HomeImp,Office,0,0,0,125.2948667,0,29,41.9526818
0,10000,78320,58240,HomeImp,Other,15,0,0,170.2818826,0,20,35.06486468
0,10000,42714,97875,HomeImp,Office,16,0,0,113.6333333,1,15,34.49056413
0,10000,45710,89145,DebtCon,Other,12,1,0,364.4309474,1,7,32.01265858
0,10000,11426,77870,DebtCon,ProfExe,1,0,0,115.7806282,0,14,27.61084406
1,10000,60145,192000,DebtCon,Other,5,0,1,89.35547488,0,16,44.4749177
1,10000,64295,107900,DebtCon,Mgr,6,0,0,193.5089634,7,56,39.49702872
1,10000,154434,51000,DebtCon,Mgr,14,0,0,164.3178964,3,13,23.76683213
1,10000,64331,23400,DebtCon,ProfExe,1,0,0,148.7044776,2,16,30.33081149
1,10000,13694,72000,HomeImp,Other,13,0,0,92.90754834,0,15,40.07527584
1,10000,26000,49600,DebtCon,Other,6,0,0,149.8746257,8,36,69.48065039
1,10000,88829,156000,HomeImp,ProfExe,5,0,0,259.1638196,0,32,37.01094877
1,10000,53537,175300,HomeImp,Mgr,4,1,0,158.1858039,2,17,28.01922708
1,10000,41467,76050,DebtCon,Office,14,3,1,168.7498211,2,23,28.43996584
1,10000,57880,97400,DebtCon,Office,7,1,0,181.542927,2,32,20.09078333
1,10000,63130,102375,DebtCon,Other,8,0,0,218.4817546,0,32,33.93116342
1,10000,57372,112200,HomeImp,Other,3,0,0,95.35537249,0,23,38.44838712
0,10000,74000,112014,HomeImp,Other,10,0,0,347.2450131,2,34,27.61633851
0,10000,41500,68250,DebtCon,Mgr,18,0,2,251.5333333,0,23,30.9986945
0,10000,30922,53095,HomeImp,Other,9,0,0,58.8956859,1,29,38.72125945
0,10000,69656,35500,DebtCon,Self,3,0,0,189.6952729,0,24,40.28741144
0,10000,89000,80000,DebtCon,Other,8,1,1,203.7327626,8,22,30.25396992
0,10000,42003,56000,DebtCon,Other,19,0,0,87.82534618,0,25,58.29598994
0,10000,76729,65000,DebtCon,ProfExe,9,0,0,380.2780405,1,7,33.20039733
0,10000,74814,103600,HomeImp,Other,11,0,0,184.7884163,0,16,37.12951204
0,10000,55267,125500,HomeImp,ProfExe,15,0,0,85.01005286,0,21,36.07097887
0,10000,47483,151500,DebtCon,Other,3,1,0,165.5531992,1,11,37.16268969
0,10000,34044,70000,HomeImp,Office,12,0,0,163.0891482,6,3,34.32727654
0,10000,12630,58740,DebtCon,Other,1,0,0,190.648145,0,26,19.40846123
0,10000,27180,37700,DebtCon,Other,2,0,0,217.2353212,0,14,42.81224294
0,10000,47701,132965,DebtCon,Other,17,0,0,133.7905101,2,12,32.78348357
0,10000,37742,53800,DebtCon,Office,16,0,0,109.3246387,2,21,43.37237282
0,10000,80386,80000,DebtCon,Other,1,0,0,157.5196371,0,27,40.87842824
0,10000,31216,97800,DebtCon,Other,5,0,1,222.3648894,0,36,37.88444933
0,10000,82894,86800,HomeImp,Office,5,0,0,82.50744621,2,33,30.78500359
0,10000,54344,54500,DebtCon,Mgr,1,1,0,184.3457508,0,6,40.88273326
0,10000,39061,60670,DebtCon,Office,1,0,4,220.8259789,1,37,25.70127642
0,10000,61294,48600,DebtCon,Other,7,0,0,243.6309162,5,7,32.50005907
0,10000,46589,90312,HomeImp,Office,3,0,0,99.43333333,5,13,42.48851705
0,10000,28264,65088,DebtCon,ProfExe,11,0,0,306.9922054,1,16,41.04775488
1,10000,44696,79500,DebtCon,Other,19,0,0,85.68120512,1,9,36.87169942
1,10000,61513,110000,HomeImp,Other,13,1,0,182.0920717,1,7,29.9424924
1,10000,82365,78000,DebtCon,Mgr,2,0,0,241.5141532,1,13,37.1549023
1,10000,81151,123370,HomeImp,Other,28,0,0,47.61067763,0,14,38.86165697
1,10000,62909,48000,HomeImp,Other,3,0,0,260.7972622,2,9,33.67090818
1,10000,53200,194992,DebtCon,Other,4,0,0,190.0848295,3,21,49.41811438
1,10000,22000,65328,DebtCon,Other,1.5,0,0,245.0180119,0,17,32.6657463
1,10000,56814,157446,HomeImp,Other,10,0,0,188.7800761,0,28,35.50366426
1,10000,136820,68800,DebtCon,Other,2,0,0,88.67732863,2,25,39.43073063
1,10000,50662,72418,DebtCon,Office,3,1,0,176.6568946,0,34,28.3910393
1,10000,43676,130127,HomeImp,ProfExe,12,0,0,132.3666667,1,11,24.53499719
1,10000,66590,69502,DebtCon,Other,8,0,0,231.6054114,2,36,29.09998121
1,10000,46972,51684,DebtCon,Other,12,0,3,167.4225397,3,24,25.72883738
1,10000,63245,215784,DebtCon,Other,19,0,0,105.0748016,1,24,40.77567715
1,10000,73844,54605,DebtCon,Office,3,0,1,166.3741502,0,15,36.50598321
1,10000,120137,106000,DebtCon,Office,11,0,0,396.9262645,1,16,36.61115697
1,10000,80397,47377,DebtCon,Other,4,1,0,308.2132622,0,32,33.77633696
1,10000,83217,85605,HomeImp,Other,15,0,0,122.4960779,2,12,37.99899138
1,10000,27666,25300,DebtCon,Other,3,0,0,157.2465503,1,20,30.30538811
1,10000,64546,84067,DebtCon,Mgr,12,0,0,182.3539,0,17,40.93276678
1,10000,48018,98536,DebtCon,Other,21,0,2,66.54105782,1,31,40.02421108
1,10000,56352,200339,HomeImp,Other,10,0,0,367.2308638,0,24,18.24972192
1,10000,72022,68820,DebtCon,Office,12,0,0,258.5549278,0,27,28.97773866
1,10000,58701,69554,HomeImp,ProfExe,0,0,0,152.2333333,0,28,37.52575103
1,10000,85198,74000,DebtCon,Other,20,0,0,206.212228,7,37,29.73487407
1,10000,56197,78830,DebtCon,Other,10,0,0,83.5030948,8,30,38.58266988
1,10000,126751,91101,DebtCon,Office,4,0,0,187.7134862,0,11,38.92831569
1,10000,48322,73085,DebtCon,Other,19,0,0,94.59842526,1,12,24.49043836
1,10000,83650,55728,HomeImp,Other,5,0,1,305.556928,2,16,37.13106416
0,10000,124330,89437,DebtCon,Other,4,2,0,158.2666667,0,18,29.63210826
0,10000,55341,89231,DebtCon,Other,8,0,1,138.0333333,1,21,27.17193008
0,10000,55043,180305,DebtCon,Other,9,0,0,70.03333333,0,15,40.79745755
1,10000,73996,71145,DebtCon,Office,13,0,0,241.4604126,0,20,38.17774295
0,10000,59588,82912,HomeImp,Mgr,4,0,0,97.31940617,3,11,16.81630749
0,10000,49573,73266,HomeImp,Other,2,0,0,120.8,7,13,26.3012369
0,10000,122000,110069,HomeImp,Other,2,0,0,84.55110419,0,34,29.39747822
0,10000,34000,175684,HomeImp,ProfExe,3,0,0,89.06269877,0,11,29.84313667
0,10100,67523,69451,DebtCon,Other,1.5,0,0,164.3308981,0,55,24.45938368
0,10100,41144,57000,HomeImp,Mgr,24,0,2,108.2754232,1,20,34.76728889
0,10100,50210,35261,HomeImp,Other,6,0,0,117.0523947,0,7,31.70012432
0,10100,54091,114277,HomeImp,Other,8,0,0,245.1308598,3,14,50.17306503
0,10100,147477,98154,DebtCon,Office,30,0,1,230.7211544,0,29,38.62702499
1,10100,115118,105228,HomeImp,ProfExe,15,0,0,103.0142897,0,15,38.09020903
0,10100,110789,99250,DebtCon,Other,16,0,1,64.06673554,0,11,41.22576316
0,10100,51224,65357,DebtCon,ProfExe,5,0,0,149.1946475,2,22,38.94275964
0,10100,67065,68673,HomeImp,ProfExe,8,0,0,171.205079,2,21,22.42300246
0,10100,29569,71580,DebtCon,Other,1,0,0,77.11428511,1,10,34.38794397
0,10100,199000,91642,DebtCon,Other,9,1,1,87.85916929,2,35,37.93444341
1,10100,64305,74117,DebtCon,ProfExe,10,0,0,85.23087649,5,27,41.57297152
0,10100,98568,102732,DebtCon,Other,22,0,2,244.140509,0,24,33.77330326
0,10100,32870,72370,HomeImp,Mgr,10,0,2,170.3409741,1,19,43.15970058
0,10100,35602,80385,DebtCon,ProfExe,1,0,1,164.5676555,0,8,39.69469137
0,10100,11950,79000,HomeImp,Other,8,0,0,122.4835943,0,15,65.49524315
0,10100,70214,59814,DebtCon,Other,7,0,0,9.53414271,0,12,36.73772129
0,10100,49254,56206,HomeImp,Other,19,0,0,238.3144708,2,33,35.12787435
0,10100,44355,90444,DebtCon,Other,15,0,3,224.2333333,0,34,29.20449956
0,10100,125732,83858,HomeImp,ProfExe,5,0,0,90.33333333,1,22,37.63925293
0,10100,31149,92090,DebtCon,Other,8,2,0,107.3740552,8,26,26.990533
0,10100,80203,60728,HomeImp,ProfExe,20,0,0,68.35305606,0,32,18.43047238
0,10100,64181,69591,DebtCon,Office,0,0,0,197.709267,1,10,39.27931325
0,10100,57892,43076,DebtCon,ProfExe,2,0,0,84.83912605,0,23,28.80398255
0,10100,75000,39992,HomeImp,ProfExe,3,0,0,110.7716232,3,19,45.30476057
0,10200,52600,86505,DebtCon,Self,14,0,0,244.2335301,0,29,33.4537285
0,10200,75378,72664,HomeImp,Other,15,0,0,184.5725782,0,28,28.54860369
0,10200,67740,100937,DebtCon,ProfExe,2,0,0,92.97949051,0,12,43.89784955
0,10200,194485,113698,DebtCon,Mgr,13,0,0,173.6904615,1,13,26.64432479
1,10200,56477,85155,DebtCon,Mgr,10,0,0,11.96373328,0,33,41.12808531
0,10200,78898,105912,DebtCon,ProfExe,2,3,0,54.74662201,0,11,38.84759708
0,10200,59469,64377,HomeImp,Other,0,0,0,249.8511899,0,20,0.720295007
0,10200,61791,75000,DebtCon,Other,6,5,1,173.6252843,0,34,41.63484731
0,10200,24182,122124,HomeImp,Other,1,0,0,186.7575926,0,26,25.78278709
0,10200,83441,84078,DebtCon,Office,12,0,0,98.37727819,0,7,37.915021
1,10200,49953,86200,DebtCon,Office,3,0,2,181.7689404,0,35,29.49511599
0,10200,67171,89840,DebtCon,ProfExe,3,2,1,116.5322893,2,39,37.71664611
0,10200,13365,69085,DebtCon,ProfExe,17,0,0,66.75832547,0,14,37.41377466
0,10200,89139,63812,HomeImp,Self,14,0,0,218.9816622,2,18,29.89415099
0,10200,42191,75946,HomeImp,Mgr,1,0,0,225.8703522,0,22,33.94343772
0,10200,61767,50548,DebtCon,Other,3,0,1,185.2567347,1,13,37.6180269
0,10200,86754,56088,HomeImp,Other,0,0,0,13.58869396,0,10,21.58983638
1,10200,57494,73817,HomeImp,Mgr,2,0,1,222.6343393,0,6,35.86772963
0,10200,49406,96697,HomeImp,Office,5,0,0,192.5968546,0,29,23.13097189
0,10200,22513,99345,DebtCon,Office,5,0,0,46.27217596,2,29,44.44967097
0,10200,17282,62724,DebtCon,Mgr,10,0,0,102.1474286,3,34,33.51711722
0,10200,56793,71027,DebtCon,ProfExe,0,0,1,133.9065052,0,33,34.70964393
0,10200,25061,84708,DebtCon,Other,18,0,0,223.2,3,7,29.09729879
1,10200,51990,97189,DebtCon,Other,8,0,0,165.3333333,0,24,30.1821229
0,10200,59029,72294,DebtCon,Other,0,2,0,230.3,0,10,34.40548234
0,10200,116030,80064,DebtCon,Self,11,0,1,126.8429349,0,35,30.68943921
0,10200,45028,74355,DebtCon,Other,8,0,0,73.6,0,16,31.63530262
0,10200,49352,55000,HomeImp,Other,3,1,0,95.03916828,0,15,30.27700538
0,10200,14046,51053,DebtCon,Other,2,0,0,188.5339891,3,30,31.3702723
0,10200,88252,60694,DebtCon,Office,15,0,0,190.0210849,1,19,37.27313999
0,10200,52602,75811,DebtCon,Other,6,0,0,174.3418233,0,19,39.97361316
0,10300,60513,83531,HomeImp,Other,2,0,0,178.6374675,1,16,25.2354388
1,10300,76958,73197,DebtCon,ProfExe,0.7,0,0,110.6774417,0,19,34.62942766
0,10300,21738,79477,HomeImp,Other,0.9,0,0,205.0076003,1,12,35.11318533
0,10300,77929,86831,HomeImp,Sales,5,0,1,144.8171746,2,8,43.1890315
0,10300,89275,40116,DebtCon,Other,2,0,0,236.3666667,1,19,34.35180836
0,10300,57554,76767,DebtCon,Other,9,0,1,97.86132576,0,12,37.8244708
0,10300,21780,77564,DebtCon,Other,27,0,0,270.2651653,1,17,32.05607229
0,10300,63314,52320,HomeImp,Office,6,0,2,179.89656,0,9,28.77470213
0,10300,48538,82047,DebtCon,Self,6,0,0,268.9,3,17,29.29955094
0,10300,50716,76125,DebtCon,Self,6,0,1,172.7993009,2,10,27.20337824
0,10300,77517,54040,HomeImp,Mgr,5,0,0,202.5374304,1,29,43.13409505
0,10300,56795,100017,DebtCon,Office,9,0,0,129.7319921,0,8,32.87687074
0,10300,45000,72322,HomeImp,Other,12,1,0,212.2234688,1,35,40.01910455
0,10300,49000,55299,HomeImp,ProfExe,11,0,0,113.4251457,0,18,30.48826811
0,10300,108095,69294,DebtCon,ProfExe,9,0,1,171.7595791,0,34,18.58475695
0,10300,15129,53907,DebtCon,Office,15,0,0,329.1666667,2,24,45.39416855
0,10300,74596,63268,HomeImp,Mgr,24,0,0,101.4666667,0,55,20.02628441
0,10300,85149,73594,HomeImp,Self,4,0,0,110.5666667,4,19,32.4971451
0,10300,102000,179486,DebtCon,Office,2,0,5,102.6650708,1,19,26.20306729
0,10300,63847,65040,DebtCon,Office,20,0,0,163.2738318,0,23,33.72276915
1,10300,54100,73388,DebtCon,Other,7,0,0,75.45815036,1,28,34.38536707
0,10300,66400,87580,HomeImp,Other,4,0,0,179.9173626,0,28,36.91048167
0,10300,63975,39000,HomeImp,Other,4,0,1,179.8308288,0,22,41.42504139
0,10400,53700,114962,DebtCon,Mgr,15,0,0,308.7591757,2,36,41.73267582
0,10400,62227,66674,DebtCon,Other,7,0,0,94.51806778,3,16,40.66298165
0,10400,41000,58329,DebtCon,Other,2,0,1,176.8333333,2,20,35.45260742
0,10400,122751,66802,DebtCon,ProfExe,6,0,2,141.1652982,0,20,39.70178286
0,10400,85474,71387,DebtCon,Other,11,0,0,119.145844,1,30,27.7074439
0,10400,131949,67960,DebtCon,ProfExe,1,0,0,58.89273133,1,13,29.58318425
0,10400,116361,18600,HomeImp,Mgr,17,0,0,89.12452631,1,22,34.77510251
0,10400,54641,89000,HomeImp,Office,9,0,0,346.9796514,0,19,40.22228314
0,10400,85758,56247,DebtCon,ProfExe,3,0,2,68.81082617,1,31,29.29334435
0,10400,60123,57682,HomeImp,Other,5,2,0,228.9854532,2,17,32.90882386
1,10400,43614,88198,DebtCon,ProfExe,2,0,0,103.4333333,0,14,40.54029537
0,10400,83639,268000,HomeImp,Other,5,0,3,115.3127491,0,19,20.20590752
0,10400,50178,53754,DebtCon,Office,5,0,0,191.8151231,0,26,36.45734993
1,10400,77723,102287,HomeImp,ProfExe,0,0,1,248.5834087,2,23,29.27255681
0,10400,46093,98132,DebtCon,Mgr,2,0,1,59.54870268,0,12,35.21218126
0,10400,85008,65160,DebtCon,Mgr,9,0,2,349.7523621,0,4,38.82102132
0,10500,106762,53877,DebtCon,Other,8,0,1,404.9043933,2,28,33.64852105
0,10500,92521,55784,DebtCon,Other,15,0,0,225.8890415,1,12,24.08943715
0,10500,49000,32220,DebtCon,Other,15,0,2,180.8181023,1,9,27.00877688
0,10500,48893,86978,HomeImp,Other,13,0,0,231.7341444,0,15,21.34522735
0,10500,47689,66500,HomeImp,Other,6,0,1,177.0858449,1,36,2.365195413
0,10500,59232,64334,DebtCon,ProfExe,1,1,0,72.49466093,0,8,33.05428433
0,10500,52028,106526,DebtCon,ProfExe,1,0,0,78.83361763,0,26,35.61473143
0,10500,79226,44716,HomeImp,Mgr,19,0,0,256.634152,0,21,36.92573641
0,10500,72402,124359,DebtCon,Other,3,0,0,224.7155765,0,6,39.93094736
0,10500,17430,92742,HomeImp,Other,3,0,0,107.3400662,0,22,41.02796675
0,10500,82849,50225,DebtCon,Other,0,0,1,126.7719289,0,11,35.71441843
1,10500,27861,82646,DebtCon,Other,2,0,1,175.4118267,0,32,38.2372256
0,10500,82329,64559,HomeImp,ProfExe,6,1,0,241.0607911,0,19,25.33220131
0,10500,80922,86546,DebtCon,Other,10,2,0,173.8298837,0,24,41.24477919
1,10500,68784,57686,DebtCon,Other,7,2,1,206.9034809,7,13,34.83386481
0,10500,52029,73143,HomeImp,Other,5,0,0,215.4317939,1,10,39.08300244
1,10500,61856,100272,DebtCon,Other,11,0,0,240.682581,3,2,36.75998466
0,10500,105226,200459,DebtCon,Self,13,0,0,244.0177745,0,7,40.90561976
0,10500,53232,81411,HomeImp,Other,3,0,0,88.60602346,1,11,14.73359483
1,10500,52900,71000,HomeImp,Other,9,0,0,90.23032976,0,9,39.58996183
0,10500,75392,35200,HomeImp,Other,20,0,0,352.3791379,3,12,31.38089909
0,10500,31999,66692,DebtCon,Other,8,0,0,319.7957713,0,10,35.89928784
0,10500,54496,201820,DebtCon,Other,15,0,1,173.1666667,1,19,30.36248382
1,10500,56999,62491,DebtCon,Mgr,14,0,1,91,0,23,34.71276881
0,10500,67366,61576,DebtCon,ProfExe,19,0,0,277,0,23,35.80049203
0,10500,35782,77465,DebtCon,ProfExe,15,0,1,102.4333333,3,11,21.6211951
0,10500,148235,80147,HomeImp,ProfExe,9,0,0,108.5333333,0,15,29.15960949
0,10500,48031,82041,DebtCon,Other,3,0,0,240.4333333,0,22,27.38587324
0,10600,43167,107640,DebtCon,ProfExe,2,0,0,125.8,2,17,35.02088579
0,10600,50350,137090,DebtCon,ProfExe,3,0,0,170.4333333,1,12,36.77463995
0,10600,32562,203341,HomeImp,ProfExe,14,0,0,115.6,1,10,38.85516272
0,10600,66868,101359,DebtCon,Other,11,1,0,215.0666667,0,34,19.30085445
0,10600,93649,56218,HomeImp,Other,3,0,0,123.7666667,2,15,27.99687276
0,10600,29348,84576,HomeImp,ProfExe,6,0,0,101.5,1,32,35.95199865
0,10600,44966,68963,DebtCon,Other,6,0,0,123.7666667,0,10,38.43868186
1,10600,23181,75277,DebtCon,Other,10,0,0,116.7,0,32,35.69162282
0,10600,68890,82238,DebtCon,Other,3,0,0,132.9333333,1,22,27.35264423
0,10600,17411,67967,DebtCon,ProfExe,26,0,0,440.4212537,1,20,39.8754838
0,10600,114000,107044,DebtCon,Office,2,0,0,181.0707933,2,28,40.84507779
0,10600,56842,79272,HomeImp,ProfExe,9.5,1,1,323.1929276,0,10,40.74903888
0,10600,56877,184554,DebtCon,Mgr,4,0,1,255.2874154,1,18,41.47300108
0,10600,62752,64383,DebtCon,Office,6,0,0,242.2497612,0,32,23.91561488
0,10600,65508,203720,DebtCon,Self,9,0,1,84.44474615,0,46,36.41457282
1,10600,153103,176350,HomeImp,Other,2.9,0,0,155.3712203,4,17,39.48382007
1,10600,68990,78062,HomeImp,ProfExe,5,0,0,67.63628905,12,27,36.05148718
0,10600,19496,68609,DebtCon,Mgr,2.5,0,0,115.5585296,3,25,18.34752939
0,10600,57377,92766,DebtCon,Office,5,0,0,190.4821643,0,26,34.47945476
0,10600,124205,69166,DebtCon,Other,15,0,2,197.1200454,1,14,37.80266959
0,10600,64437,68125,DebtCon,Other,5,0,0,131.0119157,1,25,27.0078722
0,10600,61810,148000,HomeImp,Office,11,0,0,208.8984853,0,65,36.83774105
0,10600,62168,49756,DebtCon,ProfExe,3,5,1,9.1,0,17,35.79425984
0,10600,56651,85560,DebtCon,ProfExe,3,0,0,308.4356492,0,13,34.5987274
0,10600,46120,59375,HomeImp,Other,10,0,1,237.0980813,1,34,40.84524619
0,10600,77926,64838,HomeImp,Mgr,5,0,0,224.4807501,0,30,28.72301763
0,10600,129489,67661,HomeImp,Other,5,0,0,108.2171605,2,9,38.68267604
0,10600,54984,181050,DebtCon,Other,4,0,1,175.7568875,0,42,39.52570494
0,10600,40752,124198,DebtCon,Other,7,0,3,194.4848973,2,32,29.26631718
0,10600,29000,126781,DebtCon,Other,2,4,2,179.6482736,4,10,29.80162732
0,10600,56602,70399,DebtCon,ProfExe,13,0,0,102.9720787,0,24,34.46430215
0,10600,66814,96171,HomeImp,Mgr,2,0,0,403.9654009,0,16,33.90232001
0,10600,16115,47842,HomeImp,Mgr,10,6,3,167.3610299,0,20,36.0206079
0,10600,77846,226000,HomeImp,Other,7,0,0,89.49211666,0,22,37.36856046
0,10700,114392,107374,HomeImp,Other,21,0,0,108.5325636,0,11,27.98946659
0,10700,62568,121994,DebtCon,Other,5,0,0,90.88129226,0,26,33.5811165
0,10700,78902,61572,DebtCon,ProfExe,5,0,0,364.3759758,1,21,38.8741586
0,10700,74783,73077,DebtCon,Mgr,10,0,0,117.9983043,2,23,31.60310093
0,10700,75705,46780,HomeImp,Mgr,8,0,0,250.2521648,1,25,36.70044554
0,10700,66491,83882,DebtCon,Mgr,20,0,0,243.7137741,0,16,20.6379176
0,10700,55965,80527,DebtCon,Other,8,0,0,113.6887804,0,15,31.60566546
1,10700,59813,57742,DebtCon,ProfExe,10,0,0,183.2062075,0,13,33.46369747
0,10700,125486,184667,DebtCon,Mgr,8,0,0,93.1103527,0,9,40.16882702
0,10700,43530,67239,DebtCon,ProfExe,5,0,0,163.7035554,0,18,41.65169171
0,10700,56789,98731,DebtCon,Other,3,0,0,239.0505566,0,24,29.30607111
1,10700,51203,70996,DebtCon,ProfExe,2,0,0,125.7657749,0,8,35.28716643
1,10700,28043,78900,DebtCon,Other,4,0,1,139.513915,0,12,42.10934773
0,10700,84380,87400,DebtCon,ProfExe,4,0,0,213.2814957,3,12,37.53996336
1,10700,112930,66700,HomeImp,Other,3,3,0,109.2843458,0,22,26.54684008
0,10700,84278,86060,HomeImp,Other,16,0,0,198.8097171,1,12,13.34721268
0,10700,64934,108135,DebtCon,ProfExe,9,0,0,226.7811051,0,0,37.83827353
0,10700,50166,228670,DebtCon,Other,31,0,0,80.36819698,0,27,27.39038041
0,10700,52068,94980,HomeImp,Other,6,1,2,80.84321682,2,4,35.99961072
0,10700,56720,86567,DebtCon,Other,8,0,0,151.2858674,1,26,43.76819178
0,10700,104790,69834,DebtCon,Other,9,1,0,152.9298285,0,31,29.46672103
0,10700,53651,78361,DebtCon,ProfExe,8,0,0,205.1172457,1,7,39.43166373
0,10700,116430,39750,HomeImp,Other,4,0,0,224.3948946,0,14,35.94987705
0,10800,43945,49495,DebtCon,Other,5,4,1,173.9618974,0,16,41.23216256
1,10800,53151,92148,DebtCon,Other,3,0,0,221.4180934,0,16,27.12488931
0,10800,70409,75322,DebtCon,Other,6,0,0,254.0196894,0,26,28.64818571
0,10800,61264,82138,DebtCon,Other,8,3,0,267.9701095,3,29,31.75405395
1,10800,44097,66979,DebtCon,Office,10,0,0,213.5666667,3,8,27.33744139
0,10800,77143,122571,HomeImp,ProfExe,13,3,1,144.7952204,0,12,37.51836575
0,10800,21096,57224,HomeImp,Other,20,0,0,12.17692857,0,19,39.46758845
0,10800,47597.57,72668,DebtCon,Other,1,0,0,226.5659049,0,16,19.55727283
0,10800,67000,110000,HomeImp,Other,21,0,1,154.4273677,0,16,25.13244854
0,10800,62000,66704,DebtCon,Office,12,0,0,186.249507,0,20,24.65967048
0,10800,64371,76207,DebtCon,Other,10,0,0,120.8858112,0,3,31.12184071
0,10800,63136,83074,HomeImp,ProfExe,5,0,1,165.7680172,4,55,23.47742628
0,10800,29281,52355,DebtCon,Office,6,0,0,399.2426919,3,9,42.31937039
1,10800,104610,16365,DebtCon,ProfExe,6,0,1,91.21996117,2,20,30.01090961
0,10800,59781,66691,HomeImp,Office,13,0,1,332.7233895,7,10,29.51628985
1,10800,22758,70783,DebtCon,Other,12,5,0,88.78915597,0,29,42.15361693
1,10800,82326,68825,HomeImp,Mgr,6,0,3,98.2241442,0,12,37.53107709
0,10800,64143,35792,HomeImp,Other,12,0,0,357.1438193,1,16,28.49386194
0,10800,92613,76918,DebtCon,Other,3,0,2,117.3762292,0,11,26.10080257
1,10800,44623,76120,DebtCon,ProfExe,20,0,0,176.9129878,0,21,39.38959461
0,10800,57939,125179,HomeImp,Office,4,0,1,229.4415778,0,10,43.57230751
0,10800,50433,61014,HomeImp,Office,0,0,0,146.8101541,0,36,34.74718504
0,10800,89205,56529,DebtCon,Mgr,5,0,0,356.3134858,0,13,40.37613759
0,10800,22635,34777,DebtCon,Mgr,6,0,0,190.92093,1,36,31.21070474
1,10800,35865,112567,DebtCon,ProfExe,6,0,0,129.7580621,2,17,39.46266339
0,10800,57200,61496,HomeImp,Office,29,0,1,190.0312176,0,1,31.91327241
0,10800,45917,110485,DebtCon,Office,19,0,0,91.63333333,1,31,33.58669163
